Flavor Intensity,Texture Complexity,Spice Profile[0:Mild 1:Medium 2:Balanced 3:Spicy],Freshness Index,Culinary Technique Score,Aroma Richness[0:Low 1:High 2:Moderate 3:Very High],Tastiness
7,2,3,9,8,1,1.321000000000005
10,1,1,6,9,1,-15.414000000000007
9,4,0,9,9,2,0.14700000000000002
10,4,2,8,7,0,-7.966000000000001
8,3,0,10,10,0,5.672000000000004
10,3,0,8,8,0,-8.462
7,5,3,9,7,2,6.858000000000006
6,5,2,10,6,3,10.313000000000004
7,3,2,8,9,3,3.352000000000005
10,3,2,10,10,2,-3.849999999999998
8,3,2,10,10,0,5.254000000000005
9,2,2,7,8,1,-9.296000000000001
8,5,2,6,7,0,-0.06799999999999784
9,1,1,6,8,1,-13.029000000000005
7,2,0,7,7,0,-1.9409999999999972
8,2,1,7,8,0,-4.534999999999997
6,1,3,8,10,3,3.700000000000004
10,3,0,8,8,2,-9.488
10,5,1,6,9,0,-4.629000000000001
8,3,2,10,9,1,3.087000000000005
9,2,1,8,9,0,-5.545999999999999
8,1,1,9,10,0,-1.046999999999997
10,5,1,7,7,0,-6.562999999999999
9,2,3,8,7,2,-10.297999999999998
9,1,3,10,10,0,-4.130000000000003
10,5,0,10,6,0,-3.8859999999999992
6,5,0,8,8,2,11.804000000000002
9,1,1,9,9,3,-8.279000000000005
6,4,2,7,10,1,11.265000000000002
8,4,2,8,7,2,-0.9139999999999981
6,3,0,8,8,3,6.155000000000003
6,1,3,7,6,0,-2.750999999999996
7,5,0,9,10,2,12.447000000000005
7,1,3,9,9,0,0.920000000000007
10,5,1,10,10,2,1.4950000000000008
9,3,1,8,9,0,-2.977999999999998
7,4,1,8,10,3,7.783000000000003
7,5,1,7,10,0,10.516000000000004
10,5,0,8,7,0,-4.98
10,3,2,9,6,2,-11.84
8,3,2,10,9,2,2.574000000000005
8,3,0,7,9,0,-0.10399999999999743
9,5,3,6,10,1,0.13300000000000078
10,2,2,8,9,2,-10.819999999999997
8,4,1,7,10,0,3.9090000000000007
10,1,0,6,9,0,-14.692000000000004
6,4,1,7,7,0,7.025000000000002
6,5,2,6,9,3,9.779000000000002
7,5,3,7,8,3,5.251000000000005
7,5,1,8,10,1,11.377000000000004
9,4,1,6,7,3,-8.005
10,2,2,9,9,0,-8.419999999999998
7,1,0,10,7,3,-1.9259999999999935
8,5,3,10,6,0,3.565000000000005
8,2,1,10,10,2,1.869000000000003
10,2,2,10,6,3,-13.546999999999995
7,3,3,8,9,3,3.1430000000000056
6,3,2,6,7,3,1.3350000000000022
10,1,3,7,6,2,-19.933000000000003
7,1,0,9,8,1,-0.619999999999994
7,2,1,6,8,1,-2.3829999999999973
8,5,1,8,9,0,6.197000000000003
7,1,2,9,7,1,-2.691999999999993
8,4,0,8,7,3,-1.008999999999999
8,5,1,9,10,0,9.225000000000003
9,1,2,10,8,3,-8.767999999999999
6,1,2,7,10,0,4.074000000000003
10,3,3,10,6,1,-10.162
7,1,0,8,6,1,-5.301999999999994
10,5,0,8,9,3,-3.2110000000000007
8,2,2,10,10,3,1.1470000000000034
9,3,0,9,7,1,-5.215999999999999
7,5,1,8,6,0,5.2740000000000045
6,5,0,6,8,3,8.543000000000001
9,4,0,7,10,1,-0.4339999999999994
9,3,0,7,10,0,-2.488999999999997
10,5,0,10,6,3,-5.424999999999999
7,2,1,7,9,3,-0.3809999999999971
7,4,1,10,10,0,12.070000000000004
10,3,3,9,7,3,-10.908000000000003
8,2,1,10,10,1,2.3820000000000032
7,4,3,6,6,3,-1.9989999999999974
6,4,2,7,7,0,6.8160000000000025
9,2,3,7,8,2,-10.017999999999997
8,3,3,10,7,2,-0.9429999999999945
6,4,2,7,7,1,6.303000000000003
9,1,2,10,6,0,-10.536999999999999
6,1,0,7,7,0,-0.4699999999999971
9,5,2,7,9,2,-0.45099999999999896
8,3,1,6,8,3,-4.879999999999997
10,5,0,10,7,3,-3.7709999999999995
8,1,0,9,8,2,-5.1719999999999935
9,4,0,6,7,1,-6.770000000000001
6,3,1,9,7,1,6.692000000000004
10,3,0,6,6,1,-15.031
9,3,0,9,9,0,-1.3949999999999996
7,2,3,8,8,1,-0.052999999999995606
10,2,2,8,10,3,-9.678999999999997
6,4,0,8,9,1,11.403000000000002
9,2,3,7,6,3,-13.838999999999997
7,4,0,6,7,2,0.7950000000000015
9,4,2,6,6,3,-9.868
10,5,3,10,9,0,0.4490000000000016
10,3,3,9,6,3,-12.562000000000003
8,2,2,10,10,3,1.1470000000000034
8,4,2,9,7,2,0.4600000000000024
10,5,2,10,9,1,0.14500000000000124
6,3,1,8,10,0,10.793000000000003
8,1,1,6,10,0,-5.168999999999997
6,1,1,6,9,1,0.7420000000000025
7,2,1,9,7,1,0.0850000000000043
9,2,0,6,9,1,-8.598
7,5,3,8,8,1,7.651000000000005
6,5,3,9,8,3,12.038000000000002
7,5,1,6,9,0,7.488000000000003
6,4,1,7,10,0,11.987000000000002
10,1,3,7,10,0,-12.291000000000004
9,4,1,6,9,0,-3.1580000000000013
6,5,2,8,7,1,10.245000000000003
9,3,2,8,9,0,-3.1869999999999976
8,5,2,8,9,2,4.962000000000003
8,3,0,6,7,0,-4.785999999999998
10,2,2,9,8,0,-10.073999999999998
9,1,2,9,9,1,-7.4620000000000015
9,2,0,9,10,3,-3.8479999999999976
10,3,2,7,7,2,-12.933999999999997
8,3,3,10,10,3,3.506000000000005
10,5,2,10,7,0,-2.6499999999999986
8,5,2,10,10,2,9.364000000000004
10,5,0,7,6,0,-8.008000000000003
9,2,2,8,8,0,-7.408999999999999
7,1,3,8,9,1,-0.9669999999999935
6,3,1,9,10,1,11.654000000000003
10,2,0,9,9,0,-8.001999999999999
7,2,1,10,9,2,4.254000000000005
6,2,1,6,10,3,3.938
6,3,3,6,10,3,6.088000000000003
9,3,3,7,8,3,-7.962999999999999
6,4,3,8,8,0,9.635000000000002
10,2,1,7,8,2,-13.639
7,1,3,9,6,0,-4.041999999999993
6,5,1,8,7,2,9.941000000000003
8,1,3,6,10,3,-7.125999999999996
8,3,2,9,9,1,1.7130000000000045
8,5,2,6,10,3,3.3550000000000018
6,2,1,7,8,0,3.543000000000001
8,2,0,6,10,0,-2.3919999999999995
6,1,1,9,10,3,5.492000000000004
10,2,3,7,6,3,-17.878
8,2,2,6,8,2,-7.143999999999998
6,4,1,10,10,3,14.570000000000002
9,4,3,8,10,0,0.8260000000000005
9,4,2,9,6,2,-5.232999999999999
7,5,3,10,8,1,10.399000000000006
10,2,0,10,10,0,-4.973999999999997
7,1,0,6,6,1,-8.049999999999995
8,4,0,6,9,1,0.5769999999999998
6,4,2,6,7,3,3.903000000000002
9,1,0,7,6,1,-14.754
10,4,0,9,10,3,-2.7510000000000034
10,2,2,6,6,3,-19.043
7,4,3,6,8,2,1.8220000000000025
10,4,0,10,6,2,-7.48
7,5,2,10,10,2,13.403000000000006
8,2,3,9,6,3,-7.051999999999996
6,3,0,10,8,0,10.442000000000004
8,1,1,6,7,1,-10.643999999999997
9,3,1,9,8,2,-4.283999999999995
6,5,0,9,6,1,10.383000000000003
10,3,1,7,6,2,-14.379000000000001
9,4,2,6,9,1,-3.880000000000001
9,1,2,10,7,2,-9.908999999999999
6,5,3,6,10,2,11.737
6,4,1,7,8,1,8.166000000000002
10,3,2,6,9,2,-11.0
7,2,3,6,6,1,-6.108999999999996
10,2,0,9,9,2,-9.027999999999999
10,1,1,8,8,3,-15.346000000000005
6,3,3,9,6,0,5.1330000000000044
6,4,0,8,6,2,5.928000000000003
8,2,1,9,10,3,-0.017999999999997573
6,2,2,7,7,3,0.14100000000000135
6,1,1,9,10,2,6.005000000000004
9,1,1,7,10,2,-8.860000000000003
10,5,1,8,6,1,-7.356
10,2,0,6,9,2,-13.149999999999999
10,5,3,6,6,2,-11.035
9,4,1,9,7,2,-3.369999999999999
9,4,0,6,8,1,-5.116000000000001
8,3,2,9,9,1,1.7130000000000045
8,1,0,9,10,0,-0.8379999999999939
6,3,1,8,7,1,5.318000000000003
9,1,1,6,8,0,-12.516000000000005
6,1,1,10,10,0,8.405000000000005
9,5,0,7,10,3,1.108
6,1,1,8,6,3,-2.4979999999999962
7,5,1,6,6,2,1.5000000000000033
6,4,3,6,10,1,9.682
8,4,2,6,8,1,-1.4949999999999992
6,3,1,10,8,3,8.694000000000004
6,1,2,10,10,3,6.657000000000005
9,2,2,6,9,0,-8.503
9,2,2,10,8,2,-5.686999999999998
6,1,1,6,8,0,-0.39899999999999736
9,3,1,6,6,3,-12.226999999999999
7,4,2,9,8,1,6.666000000000004
6,5,2,8,6,3,7.565000000000003
9,3,0,8,10,1,-1.6279999999999983
8,3,0,6,9,3,-3.016999999999998
8,3,0,7,10,3,0.011000000000002341
7,1,2,7,8,1,-3.785999999999996
10,2,0,8,7,2,-13.709999999999997
9,4,2,6,6,0,-8.329
6,2,2,10,10,0,10.764000000000003
7,2,2,8,10,1,3.464000000000004
7,2,3,9,6,2,-2.4999999999999947
6,3,1,6,8,1,4.224000000000002
6,3,1,10,7,0,8.579000000000004
8,3,3,8,10,2,1.2710000000000041
9,2,1,6,6,1,-13.769
9,5,3,10,8,0,2.834000000000003
10,3,1,10,9,1,-4.782000000000002
6,4,3,9,6,2,6.6750000000000025
7,1,2,9,8,2,-1.5509999999999933
10,3,3,8,7,0,-10.743000000000002
7,2,1,8,9,0,2.5320000000000036
9,2,3,8,7,1,-9.784999999999998
8,2,2,9,10,2,0.2860000000000029
9,4,2,8,10,3,-0.504
9,2,3,6,8,0,-10.366
6,3,3,9,7,2,5.761000000000005
6,4,0,7,7,2,6.208000000000002
7,4,0,6,8,0,3.4750000000000014
10,3,0,6,7,3,-14.403
6,1,3,10,7,0,3.0250000000000057
8,4,0,7,10,0,4.118
9,3,0,8,9,2,-3.794999999999998
8,2,0,6,6,0,-9.008
6,1,3,9,10,2,5.587000000000005
10,4,1,10,8,0,-3.3550000000000004
10,1,3,7,10,2,-13.317000000000004
10,1,1,9,8,0,-12.433000000000007
8,2,3,10,8,3,-2.369999999999996
7,5,1,10,8,1,10.817000000000005
7,2,0,7,8,3,-1.8259999999999974
8,1,2,10,9,2,-2.561999999999994
7,5,1,8,9,2,9.210000000000004
10,3,2,10,10,1,-3.336999999999998
10,5,2,7,9,3,-5.003000000000002
8,2,1,7,8,0,-4.534999999999997
6,5,1,6,9,3,9.988000000000001
9,1,0,7,9,2,-10.305
7,5,1,6,9,0,7.488000000000003
9,3,1,9,8,2,-4.283999999999995
10,2,1,9,7,0,-11.519000000000002
7,2,1,10,6,0,0.31800000000000495
10,2,3,8,8,3,-13.196
8,5,2,10,9,3,7.1970000000000045
10,5,2,9,7,0,-4.023999999999999
10,2,3,6,9,3,-14.290000000000001
10,2,3,8,7,0,-13.311
7,2,2,7,9,3,-0.5899999999999967
7,4,2,10,9,0,10.207000000000004
9,5,1,6,9,2,-1.6159999999999999
10,2,0,8,6,0,-14.337999999999997
9,1,1,10,10,0,-3.7120000000000033
10,2,1,8,7,2,-13.919
8,3,3,10,10,3,3.506000000000005
8,2,1,8,10,2,-0.878999999999998
6,1,0,9,8,0,3.932000000000004
8,2,3,6,6,2,-10.660999999999998
7,5,0,10,8,1,11.026000000000005
9,3,0,7,8,2,-6.822999999999997
7,2,1,9,9,3,2.367000000000004
10,5,0,8,7,3,-6.519
6,5,1,6,6,0,6.565000000000001
8,1,1,10,8,0,-2.9809999999999945
9,1,3,9,9,1,-7.671000000000005
6,1,2,9,7,3,0.3210000000000046
10,5,3,8,8,3,-5.491999999999999
6,3,1,6,7,1,2.570000000000002
7,1,3,9,9,2,-0.10599999999999299
9,1,1,8,10,2,-7.486000000000004
8,2,3,10,6,2,-5.164999999999996
10,3,2,6,7,1,-13.795
6,5,2,6,7,0,8.010000000000002
7,1,3,10,6,3,-4.206999999999992
6,3,3,10,9,3,9.930000000000005
9,3,1,8,10,0,-1.323999999999998
8,2,0,10,10,1,2.591000000000003
9,1,2,6,10,1,-9.930000000000001
10,5,0,7,9,2,-4.072000000000003
9,3,2,9,9,1,-2.3259999999999987
7,4,0,6,9,1,4.616000000000001
8,1,3,10,9,0,-1.744999999999994
9,5,3,7,6,0,-4.595999999999998
10,5,0,9,8,1,-2.465
7,1,2,8,10,0,1.409000000000006
9,1,3,10,6,1,-11.259000000000002
10,2,0,7,6,3,-17.250999999999998
6,4,3,9,9,2,11.637000000000002
7,3,2,7,7,0,0.20900000000000496
8,5,0,8,7,2,2.0720000000000027
8,2,1,7,8,3,-6.073999999999996
6,1,3,10,7,3,1.4860000000000055
10,4,0,8,6,3,-10.741000000000001
10,2,3,9,6,0,-13.591000000000001
7,2,1,7,10,0,2.812000000000003
8,4,2,7,10,2,2.6740000000000013
9,3,1,7,7,0,-7.66
10,4,1,8,9,2,-5.475000000000001
10,1,0,10,6,0,-14.158000000000001
6,3,2,9,9,3,8.765000000000004
8,3,0,7,8,0,-1.7579999999999973
8,3,0,10,7,1,0.1970000000000044
6,5,2,6,9,1,10.805000000000001
7,1,3,9,9,1,0.407000000000007
9,4,2,7,6,0,-6.954999999999998
8,4,1,7,7,2,-2.078999999999999
6,2,2,10,6,2,3.1220000000000034
9,4,0,8,9,1,-0.7140000000000005
10,4,0,6,10,2,-6.360000000000003
9,1,0,6,10,0,-8.999000000000002
8,5,2,10,6,2,2.7480000000000047
9,2,1,7,6,2,-12.907999999999998
10,3,2,8,6,1,-12.700999999999999
7,4,3,6,8,0,2.8480000000000025
10,2,0,8,6,0,-14.337999999999997
7,3,0,6,10,3,2.6760000000000033
10,5,0,8,9,2,-2.6980000000000004
8,5,2,6,6,2,-2.7479999999999976
8,3,2,6,6,2,-7.883999999999997
7,1,1,6,8,0,-4.437999999999995
6,3,1,6,8,0,4.737000000000002
8,3,0,10,8,1,1.8510000000000044
8,2,0,9,8,0,-1.5779999999999976
7,5,1,8,10,2,10.864000000000004
9,2,0,6,7,3,-12.932
9,2,0,10,10,3,-2.473999999999999
8,5,2,10,10,3,8.851000000000004
6,2,3,6,9,0,3.405000000000001
9,5,0,9,6,2,-2.246999999999998
8,3,0,7,9,2,-1.1299999999999975
8,1,0,8,9,2,-4.891999999999996
10,5,1,8,7,1,-5.702
8,2,3,8,8,1,-4.091999999999997
7,4,3,8,7,3,2.4030000000000036
7,3,2,10,8,0,5.9850000000000065
8,1,3,8,6,0,-9.454999999999995
9,4,2,8,7,1,-4.4399999999999995
8,2,2,10,7,3,-3.8149999999999964
10,4,2,6,8,1,-9.573000000000002
8,3,3,6,6,0,-7.066999999999997
7,3,0,9,10,1,7.824000000000005
10,2,0,10,10,3,-6.512999999999996
8,4,2,9,9,0,4.794000000000002
6,5,1,8,10,3,14.390000000000002
10,2,0,7,10,1,-9.608999999999996
7,1,2,10,9,1,1.9900000000000073
6,3,3,9,6,3,3.5940000000000043
10,3,0,9,7,1,-9.255
6,4,3,9,8,1,10.496000000000002
10,2,2,7,7,2,-15.501999999999995
8,4,1,6,8,1,-1.2859999999999996
10,4,0,7,6,1,-11.089
6,3,3,10,9,0,11.469000000000005
9,4,0,6,6,2,-8.937000000000001
9,3,3,7,9,1,-5.2829999999999995
7,4,1,7,9,1,5.781000000000002
6,3,1,8,10,0,10.793000000000003
9,3,2,9,10,2,-1.184999999999999
7,4,2,6,6,1,-0.7639999999999977
7,3,2,9,6,1,0.7900000000000061
7,2,0,6,10,1,1.1340000000000021
8,2,1,6,8,0,-5.908999999999999
10,5,0,10,7,1,-2.744999999999999
6,2,3,8,6,2,0.16500000000000248
6,4,1,6,8,0,7.3050000000000015
6,5,2,6,7,1,7.497000000000002
6,1,0,10,10,3,7.075000000000005
9,5,0,9,10,0,5.395000000000001
8,4,0,7,6,2,-3.523999999999999
9,5,3,8,8,3,-1.452999999999998
8,4,0,6,6,1,-4.385
10,4,1,9,8,1,-5.241999999999999
9,3,1,10,9,1,-0.7429999999999969
10,2,0,7,6,0,-15.711999999999996
9,5,1,8,10,2,2.7860000000000014
6,5,0,9,8,0,14.204000000000002
10,4,2,9,9,3,-4.823000000000002
9,5,0,7,7,1,-2.8279999999999994
9,1,2,6,10,3,-10.956000000000001
7,2,0,7,7,3,-3.4799999999999973
6,1,1,10,10,0,8.405000000000005
9,4,3,7,10,3,-2.087000000000002
7,5,1,10,8,0,11.330000000000005
6,1,0,9,10,1,6.727000000000004
9,4,1,7,6,1,-7.259000000000002
10,2,1,8,7,0,-12.893
8,5,0,7,10,0,6.686000000000002
7,5,3,9,6,0,6.230000000000006
7,3,3,6,9,3,0.39500000000000446
7,4,0,6,8,2,2.4490000000000016
8,4,0,6,10,1,2.231
8,3,1,10,6,0,-1.1529999999999951
7,4,2,10,7,3,5.360000000000005
10,2,3,6,8,3,-15.944
10,5,3,10,10,2,1.0770000000000015
10,5,1,8,10,0,-0.2270000000000003
10,3,0,8,6,2,-12.796
6,2,3,8,9,2,5.1270000000000024
9,3,2,7,6,0,-9.522999999999996
8,2,0,7,8,2,-5.352
7,4,1,8,6,3,1.167000000000003
6,3,0,7,10,3,8.089000000000002
7,5,3,8,7,0,6.510000000000005
6,2,3,10,6,1,3.4260000000000037
8,2,2,7,8,2,-5.77
10,4,2,8,6,1,-10.133000000000001
9,5,2,6,8,3,-3.9919999999999995
7,5,0,9,9,0,11.819000000000004
9,1,1,6,8,1,-13.029000000000005
7,1,2,6,8,3,-6.185999999999995
8,5,1,8,9,1,5.684000000000003
9,2,0,8,10,3,-5.2219999999999995
7,3,1,10,7,1,4.027000000000006
10,3,2,9,10,3,-5.737
7,2,2,9,8,0,2.0430000000000046
9,5,2,10,10,2,5.325000000000003
8,2,2,9,10,2,0.2860000000000029
7,1,1,10,10,3,2.8270000000000066
7,3,0,9,9,1,6.170000000000005
8,1,3,9,6,0,-8.080999999999996
8,1,0,8,10,2,-3.237999999999996
10,2,3,10,8,2,-9.934999999999999
6,2,0,9,10,2,8.782000000000002
10,1,0,6,8,2,-17.372000000000003
8,5,2,9,9,1,6.849000000000004
8,1,0,6,7,0,-9.921999999999997
7,4,0,10,7,3,5.778000000000004
9,1,1,8,8,1,-10.281000000000004
8,1,2,6,9,0,-7.0319999999999965
7,1,3,10,10,3,2.4090000000000074
9,2,2,6,7,1,-12.324
9,4,0,6,7,1,-6.770000000000001
8,4,0,10,7,0,3.2780000000000022
10,4,1,10,9,3,-3.2400000000000007
8,3,3,9,10,1,3.158000000000005
8,4,3,9,7,2,0.2510000000000028
6,4,0,7,7,0,7.234000000000002
6,3,1,8,6,2,3.1510000000000034
9,2,2,6,10,2,-7.875
10,1,1,6,7,1,-18.72200000000001
9,3,3,10,10,1,0.49300000000000377
7,2,0,7,8,2,-1.3129999999999973
8,4,0,7,7,0,-0.8439999999999994
7,2,2,9,10,0,5.351000000000004
6,3,1,8,9,1,8.626000000000003
8,3,2,9,8,3,-0.9669999999999956
8,4,0,6,6,0,-3.872
9,3,2,8,7,3,-8.033999999999997
10,5,2,7,9,2,-4.490000000000002
8,1,2,6,9,0,-7.0319999999999965
8,1,2,7,10,0,-4.003999999999998
7,2,0,10,10,3,5.6040000000000045
7,3,0,10,10,2,8.685000000000006
6,1,3,6,10,1,1.9780000000000033
6,2,3,8,7,1,2.3320000000000025
7,1,3,7,10,2,-1.1999999999999924
10,3,3,9,10,2,-5.433000000000003
9,5,3,10,6,1,-0.9869999999999967
6,3,1,8,9,3,7.600000000000003
10,4,2,7,9,2,-7.058
7,4,0,9,6,0,4.289000000000003
9,4,2,6,10,1,-2.226000000000001
7,4,1,9,6,1,3.5670000000000037
7,3,1,6,10,1,3.493000000000004
6,4,2,10,9,2,13.220000000000004
8,1,1,6,6,3,-13.323999999999996
10,4,2,6,9,3,-8.945000000000002
7,1,3,9,8,0,-0.7339999999999929
7,4,3,8,10,2,7.878000000000004
6,1,3,7,7,2,-2.122999999999996
6,3,3,9,10,2,10.723000000000004
10,5,2,9,10,2,-0.08799999999999941
6,2,0,9,8,0,6.500000000000002
8,3,3,9,9,2,0.9910000000000048
9,5,1,7,8,1,-1.3829999999999991
8,3,3,10,7,2,-0.9429999999999945
10,5,0,8,8,1,-3.8390000000000004
10,3,3,9,10,2,-5.433000000000003
9,4,0,6,9,1,-3.4620000000000015
8,3,3,8,6,2,-5.344999999999995
7,4,1,7,7,2,1.9600000000000024
10,1,1,9,9,0,-10.779000000000007
6,5,1,10,10,2,17.651000000000003
8,1,0,10,7,2,-5.451999999999995
7,3,1,9,6,3,-0.026999999999994362
6,2,3,7,7,0,1.4710000000000019
9,5,2,8,9,2,0.9230000000000016
10,3,0,7,10,1,-7.040999999999999
9,1,2,10,10,1,-4.433999999999999
8,1,3,7,9,2,-6.892999999999994
7,4,0,10,9,0,10.625000000000004
6,1,3,10,7,1,2.512000000000006
8,2,0,10,9,0,1.4500000000000028
7,4,1,6,9,0,4.920000000000002
10,4,0,6,9,2,-8.014000000000003
9,4,1,10,10,2,2.966000000000001
7,5,2,9,10,3,11.516000000000005
7,3,3,8,8,3,1.4890000000000057
6,5,0,7,7,0,9.802000000000001
8,2,1,7,9,0,-2.8809999999999967
9,3,3,10,9,3,-2.1869999999999963
9,5,3,6,9,0,-1.0079999999999991
9,1,0,8,8,3,-11.098
8,5,2,6,8,3,0.04700000000000193
9,3,3,8,10,2,-2.767999999999997
10,5,3,6,6,3,-11.548
6,1,0,8,6,2,-1.7759999999999965
7,1,2,9,6,2,-4.858999999999993
6,5,2,7,7,0,9.384000000000002
6,4,1,6,8,1,6.792000000000002
6,2,0,10,6,2,3.5400000000000027
9,4,3,10,10,3,2.0350000000000015
8,5,1,6,7,1,-0.3719999999999982
10,4,3,9,7,3,-8.339999999999998
7,5,2,8,7,2,5.693000000000005
8,1,1,9,8,1,-4.867999999999997
8,2,3,7,8,3,-6.4919999999999956
6,4,1,9,6,0,8.119000000000003
7,1,0,7,10,3,-1.0859999999999972
6,2,0,9,8,1,5.987000000000002
10,4,3,9,8,1,-5.659999999999998
9,1,1,6,6,1,-16.337000000000007
6,5,2,8,8,2,11.386000000000003
8,5,3,10,7,1,4.706000000000005
7,1,0,6,10,2,-1.9469999999999958
6,1,2,10,9,3,5.003000000000005
9,5,0,10,7,3,0.268000000000002
9,4,2,8,6,3,-7.119999999999999
10,4,0,6,6,1,-12.463000000000003
7,1,3,7,10,3,-1.7129999999999925
10,2,2,6,7,3,-17.389
10,4,3,8,6,0,-9.829
6,2,2,9,9,3,6.197000000000003
9,1,0,6,8,3,-13.846000000000002
8,4,2,10,8,2,3.488000000000003
7,1,3,10,9,1,1.7810000000000077
8,3,3,8,7,2,-3.6909999999999954
10,5,2,9,7,2,-5.049999999999999
7,1,1,8,10,2,0.5920000000000056
9,3,1,7,7,3,-9.199
10,3,1,6,6,0,-14.727000000000004
7,2,0,6,6,3,-6.507999999999997
8,2,3,6,9,0,-4.672999999999998
6,1,3,7,9,3,0.6720000000000037
10,3,1,9,9,2,-6.669000000000004
7,4,1,9,9,0,9.042000000000003
7,4,2,6,8,0,3.057000000000002
9,1,0,6,9,2,-11.679000000000002
8,1,3,8,10,3,-4.377999999999995
7,3,3,9,7,2,1.7220000000000064
6,3,0,6,10,3,6.715000000000002
8,3,3,7,6,3,-7.231999999999996
6,2,0,7,8,0,3.7520000000000007
9,2,0,10,10,0,-0.9349999999999987
8,3,2,8,10,3,0.9670000000000036
10,5,3,6,6,0,-10.009
6,3,3,10,6,3,4.968000000000005
6,5,3,9,10,0,16.885
10,3,3,6,8,2,-12.863000000000003
10,2,3,8,10,2,-9.375
9,2,2,10,10,0,-1.352999999999998
10,4,2,9,10,0,-1.6300000000000026
7,1,1,6,6,0,-7.745999999999995
10,4,2,10,8,2,-4.59
8,5,3,7,7,0,1.097000000000003
9,4,0,6,8,2,-5.629000000000001
10,2,1,7,6,0,-15.921
6,4,3,8,7,3,6.442000000000002
8,1,2,6,8,1,-9.198999999999996
9,4,1,9,8,2,-1.7159999999999995
9,2,1,8,8,0,-7.199999999999999
6,5,3,9,10,0,16.885
7,3,2,10,10,3,7.754000000000007
6,2,0,6,6,0,-0.9299999999999997
9,2,3,8,7,2,-10.297999999999998
10,3,3,9,7,0,-9.369000000000003
6,4,2,9,9,0,12.872000000000003
10,2,0,10,6,1,-12.102999999999996
9,3,2,6,6,1,-11.409999999999998
10,3,0,9,6,2,-11.422
7,1,3,8,8,2,-3.1339999999999932
6,2,3,8,6,3,-0.34799999999999764
6,1,1,6,7,1,-2.565999999999997
9,2,3,6,10,1,-7.571
10,5,2,6,8,3,-8.031
7,4,3,10,8,0,8.344000000000005
9,5,1,7,10,0,2.4380000000000006
9,4,0,9,8,1,-0.9939999999999999
10,2,1,7,7,1,-14.78
9,1,0,10,8,2,-7.837
6,3,2,9,10,3,10.419000000000004
9,5,3,7,9,1,-0.14699999999999858
8,2,0,6,7,0,-7.353999999999999
8,1,3,6,8,0,-8.894999999999996
7,5,2,6,7,2,2.945000000000004
10,4,3,6,8,1,-9.782000000000002
8,1,1,8,6,2,-10.062999999999995
8,2,3,9,7,0,-3.8589999999999964
7,3,1,9,10,1,7.6150000000000055
10,5,1,10,8,0,-0.786999999999999
7,2,0,10,10,0,7.143000000000004
8,1,2,8,6,1,-9.758999999999995
7,3,1,6,8,0,0.698000000000004
6,3,2,7,10,2,8.184000000000003
7,5,2,10,8,2,10.095000000000006
6,4,1,7,9,3,8.794000000000002
6,1,3,10,10,3,6.448000000000006
7,3,2,10,7,2,3.305000000000007
7,1,2,10,7,1,-1.3179999999999925
10,4,1,8,10,1,-3.3080000000000016
8,4,3,6,10,2,1.0910000000000009
6,1,3,9,9,3,3.420000000000005
7,2,2,9,8,3,0.5040000000000044
7,1,2,9,6,1,-4.345999999999993
9,2,2,6,9,0,-8.503
8,3,1,9,7,0,-0.8729999999999958
9,1,3,8,10,2,-7.9040000000000035
6,1,2,6,10,3,1.1610000000000027
8,4,2,6,6,0,-4.289999999999999
9,5,1,10,8,0,3.2520000000000024
10,2,2,10,6,1,-12.520999999999995
8,2,0,9,7,2,-4.257999999999997
7,5,3,10,8,3,9.373000000000006
7,4,0,10,7,1,6.804000000000004
8,2,0,8,7,2,-5.631999999999998
7,3,3,7,6,2,-2.6799999999999944
7,5,1,9,7,3,6.763000000000005
9,3,0,10,10,1,1.1200000000000028
8,1,2,8,8,1,-6.450999999999995
9,4,0,6,8,2,-5.629000000000001
9,4,0,10,6,3,-3.9539999999999993
7,1,1,10,6,1,-2.762999999999993
10,4,2,8,8,0,-6.312000000000001
7,4,1,7,6,3,-0.20699999999999763
8,4,1,9,7,2,0.669000000000002
6,2,0,9,10,2,8.782000000000002
9,5,2,7,6,0,-4.386999999999999
10,4,1,6,7,1,-11.018000000000002
8,1,3,8,6,3,-10.993999999999994
6,4,0,6,7,1,5.347000000000001
7,3,3,7,10,0,4.962000000000005
6,3,0,7,7,3,3.127000000000002
9,5,1,10,8,0,3.2520000000000024
8,4,3,9,8,1,2.418000000000003
6,2,1,8,8,3,3.3780000000000014
8,1,2,8,8,3,-7.476999999999995
8,2,3,9,9,3,-2.0899999999999967
9,2,1,10,9,1,-3.310999999999998
8,4,2,8,7,3,-1.4269999999999983
9,2,0,10,6,0,-7.550999999999998
10,4,2,8,10,0,-3.0040000000000013
9,4,2,6,10,3,-3.252000000000001
8,1,3,7,9,1,-6.379999999999994
9,5,3,10,8,2,1.8080000000000032
7,2,1,7,8,0,-0.4959999999999969
6,1,2,7,7,2,-1.9139999999999964
10,5,1,8,8,1,-4.048
9,2,0,10,9,0,-2.5889999999999986
8,3,0,9,9,1,2.131000000000004
10,1,3,10,8,0,-11.477000000000004
7,2,2,7,10,3,1.0640000000000032
7,2,3,10,9,3,3.3230000000000053
9,2,1,10,10,3,-2.6829999999999985
9,5,2,10,8,1,2.530000000000003
10,4,0,8,7,0,-7.548000000000002
8,4,2,8,7,0,0.11200000000000188
